"","MSZoning","LotArea","Street","LotShape","Condition1","Condition2","OverallQual","OverallCond","RoofMatl","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","HeatingQC","stFlrS1","stFlrS2","GarageCars","GarageQual","GarageCond","WoodDeckSF","ScreenPorch","PoolArea","Fence","SaleCondition","SalePrice"
"23",0,4224,1,1,1,1,5,7,1,0,0,1,1,1,840,0,200,0,1060,0,2,0,0,100,0,0,0,0,"100,000 to 150,000"
"24",1,8246,1,0,1,1,5,8,1,0,0,1,0,0,188,668,204,1,1060,0,1,0,0,406,0,0,1,0,"150,000 to 200,000"
"25",1,14230,1,1,1,1,8,5,1,1,640,0,1,1,0,0,1566,1,1600,0,3,0,0,0,0,0,0,0,"more than 200,000"
"26",1,7200,1,1,1,1,5,7,1,0,0,1,1,0,234,486,180,0,900,0,2,0,0,222,0,0,0,0,"100,000 to 150,000"
"27",1,11478,1,1,1,1,8,5,1,1,200,0,1,1,1218,0,486,1,1704,0,3,0,0,0,0,0,0,0,"more than 200,000"
"28",1,16321,1,0,1,1,5,6,1,0,0,1,1,0,1277,0,207,0,1600,0,1,0,0,288,0,0,0,0,"more than 200,000"
"29",0,6324,1,0,0,0,4,6,1,0,0,1,1,0,0,0,520,0,520,0,1,0,0,49,0,0,0,0,"less than 100,000"
"30",0,8500,1,1,0,1,4,4,1,0,0,1,0,0,0,0,649,0,649,668,1,0,0,0,0,0,1,0,"less than 100,000"
"31",1,8544,1,0,1,1,5,6,1,0,0,1,1,0,0,0,1228,0,1228,0,1,0,0,0,0,0,1,0,"100,000 to 150,000"
"32",1,11049,1,1,1,1,8,5,1,0,0,0,1,1,0,0,1234,1,1234,0,2,0,0,0,0,0,0,0,"150,000 to 200,000"
"33",1,10552,1,0,1,1,5,5,1,0,0,1,1,0,1018,0,380,0,1700,0,2,0,0,0,0,0,0,0,"150,000 to 200,000"
"34",1,7313,1,1,1,1,9,5,1,1,246,0,1,1,1153,0,408,1,1561,0,2,0,0,203,0,0,0,0,"more than 200,000"
"35",1,13418,1,1,1,1,8,5,1,1,132,0,1,1,0,0,1117,1,1132,1320,3,0,0,113,0,0,0,0,"more than 200,000"
"36",1,10859,1,1,1,1,5,5,1,0,0,1,1,1,0,0,1097,1,1097,0,2,0,0,392,0,0,0,0,"100,000 to 150,000"
"37",1,8532,1,1,1,1,5,6,1,1,650,1,1,0,1213,0,84,0,1297,0,2,0,0,0,0,0,0,0,"150,000 to 200,000"
"38",1,7922,1,1,1,1,5,7,1,0,0,1,0,0,731,0,326,0,1057,0,1,0,0,0,0,0,0,1,"100,000 to 150,000"
"39",1,8658,1,1,1,1,6,5,1,1,101,1,1,0,643,0,445,1,1324,0,2,0,0,0,0,0,1,1,"150,000 to 200,000"
"40",1,16905,1,1,1,1,5,6,1,0,0,1,0,0,967,0,383,0,1328,0,1,0,0,0,0,0,0,0,"150,000 to 200,000"
"41",1,9180,1,0,1,1,5,7,1,0,0,1,1,0,747,93,0,0,884,0,2,0,0,240,0,0,1,0,"100,000 to 150,000"
"42",1,9200,1,0,1,1,5,6,1,0,0,1,1,0,280,491,167,0,938,0,1,0,0,145,0,0,1,0,"100,000 to 150,000"
"43",1,7945,1,1,1,1,5,6,1,0,0,1,1,0,179,506,465,1,1150,0,1,0,0,0,0,0,0,0,"100,000 to 150,000"
"44",1,7658,1,1,1,1,9,5,1,1,412,0,1,1,456,0,1296,1,1752,0,2,0,0,196,0,0,0,0,"more than 200,000"
"45",1,12822,1,0,1,1,7,5,1,0,0,0,1,1,1351,0,83,1,1518,631,2,0,0,168,198,0,0,1,"more than 200,000"
"46",0,11096,1,1,1,1,8,5,1,0,0,0,1,1,24,0,1632,1,1656,0,3,0,0,0,0,0,0,0,"more than 200,000"
"47",0,4456,1,1,1,1,4,5,1,0,0,1,1,0,0,0,736,0,736,716,0,0,0,0,0,0,0,1,"100,000 to 150,000"
"48",1,7742,1,1,1,1,5,7,1,0,0,1,1,0,763,0,192,1,955,0,1,0,0,0,0,0,1,0,"100,000 to 150,000"
"49",1,13869,1,0,1,1,6,6,1,0,0,1,1,1,182,0,612,0,794,676,2,0,0,0,0,0,0,0,"150,000 to 200,000"
"50",0,6240,1,1,1,1,6,6,1,0,0,1,1,1,0,0,816,0,816,0,2,0,0,112,0,0,1,0,"100,000 to 150,000"
"51",0,8472,0,0,0,1,5,5,1,0,0,0,1,0,104,712,0,0,816,0,2,0,0,106,0,0,0,0,"100,000 to 150,000"
"52",1,50271,1,0,1,1,9,5,0,0,0,0,1,0,1810,0,32,0,1842,0,3,0,0,857,0,0,0,0,"more than 200,000"
"53",1,7134,1,1,1,1,5,5,1,0,0,1,1,0,384,0,0,0,1360,0,2,0,0,0,0,0,1,0,"100,000 to 150,000"
"54",1,10175,1,0,1,1,6,5,1,1,272,1,1,0,490,0,935,0,1425,0,2,0,0,0,0,0,0,0,"150,000 to 200,000"
"55",0,2645,1,1,1,1,8,5,1,1,456,0,1,1,649,0,321,1,983,756,2,0,0,115,0,0,0,1,"150,000 to 200,000"
"56",1,11645,1,0,1,1,7,5,1,0,0,0,1,1,0,0,860,1,860,860,2,0,0,0,0,0,0,0,"150,000 to 200,000"
"57",1,13682,1,0,1,1,10,5,1,1,1031,0,1,1,0,0,1410,1,1426,1519,3,0,0,192,0,0,0,1,"more than 200,000"
"58",1,7200,1,1,1,1,5,7,1,0,0,1,1,0,632,0,148,1,780,0,1,0,0,196,0,0,1,0,"100,000 to 150,000"
"59",1,13072,1,1,0,1,6,5,1,0,0,1,1,1,941,0,217,1,1158,0,2,0,0,0,0,0,0,1,"150,000 to 200,000"
"60",0,7200,1,1,1,1,5,7,1,0,0,1,1,0,0,0,530,0,581,530,1,0,0,0,0,0,0,0,"100,000 to 150,000"
"61",1,6442,1,0,1,1,8,5,1,1,178,0,1,1,24,0,1346,1,1370,0,2,0,0,120,0,0,0,0,"more than 200,000"
"62",0,10300,1,0,0,0,7,6,1,0,0,1,1,0,0,0,576,0,902,808,2,0,0,12,0,0,1,0,"100,000 to 150,000"
"63",1,9375,1,1,1,1,7,5,1,1,573,1,1,1,739,0,318,1,1057,977,2,0,0,576,0,0,1,0,"more than 200,000"
"64",1,9591,1,1,1,1,8,5,1,1,344,0,1,1,0,0,1143,1,1143,1330,3,0,0,192,0,0,0,0,"more than 200,000"
"65",1,19900,1,1,0,0,7,5,1,1,287,1,1,0,912,0,1035,0,2207,0,2,0,0,301,0,0,0,0,"150,000 to 200,000"
"66",1,10665,1,0,1,1,7,5,1,1,167,0,1,1,1013,0,440,1,1479,0,2,0,0,144,0,0,0,0,"more than 200,000"
"67",0,4608,1,1,0,1,4,6,1,0,0,1,0,0,0,0,747,0,747,0,1,0,0,0,0,0,0,0,"less than 100,000"
"68",1,15593,1,1,1,1,7,4,1,0,0,0,1,0,603,0,701,0,1304,983,2,0,0,0,0,0,0,0,"more than 200,000"
"69",1,13651,1,0,1,1,7,6,1,1,1115,1,0,0,1880,0,343,1,2223,0,2,0,0,300,0,0,0,0,"more than 200,000"
"70",1,7599,1,1,1,1,4,6,1,0,0,1,1,0,565,0,280,0,845,0,2,0,0,0,0,0,0,0,"100,000 to 150,000"
"71",1,10141,1,0,1,1,7,5,1,1,40,1,1,1,0,0,832,0,885,833,2,0,0,0,291,0,0,0,"150,000 to 200,000"
"72",1,10200,1,1,1,1,5,7,1,1,104,1,1,0,320,362,404,0,1086,0,2,0,0,0,0,0,1,0,"100,000 to 150,000"
"73",0,5790,1,1,1,1,3,6,1,0,0,0,0,0,0,0,840,0,840,765,1,0,0,0,0,0,0,0,"100,000 to 150,000"
"74",0,1596,1,1,1,1,4,5,1,0,0,1,1,0,462,0,0,0,526,462,1,0,0,120,0,0,1,0,"less than 100,000"
"75",1,8475,1,0,1,1,4,7,1,0,0,1,1,0,228,0,724,1,952,0,1,0,0,0,0,0,0,0,"100,000 to 150,000"
"76",0,8635,1,1,1,1,5,5,1,0,0,1,1,0,336,41,295,0,1072,213,1,0,0,0,0,0,1,0,"100,000 to 150,000"
"77",1,10778,1,1,1,1,4,5,1,0,0,1,1,0,0,0,1768,0,1768,0,0,0,0,0,0,0,0,0,"100,000 to 150,000"
"78",0,10440,1,1,1,1,5,6,1,0,0,1,1,1,0,0,440,0,682,548,2,0,0,74,0,0,1,0,"100,000 to 150,000"
"79",1,13000,1,1,1,1,6,6,1,1,576,1,0,0,448,0,448,0,1182,960,1,0,0,0,252,0,0,0,"150,000 to 200,000"
"80",0,4500,1,1,1,1,6,5,1,1,443,1,0,1,1201,0,36,1,1337,0,2,0,0,0,0,0,0,0,"150,000 to 200,000"
"81",1,10206,1,1,1,1,8,5,1,1,468,1,1,1,33,0,1530,1,1563,0,3,0,0,144,0,0,0,0,"more than 200,000"
"82",1,8892,1,0,1,1,5,5,1,1,66,1,1,0,0,0,1065,0,1065,0,2,0,0,74,0,0,0,0,"100,000 to 150,000"
"83",1,8530,1,0,1,1,7,5,1,1,22,1,1,1,0,0,384,0,804,670,2,0,0,120,0,0,0,0,"150,000 to 200,000"
"84",1,16059,1,1,1,1,8,5,1,1,284,0,1,0,0,0,1288,1,1301,1116,2,0,0,127,0,0,0,0,"more than 200,000"
"85",1,11911,1,0,1,1,6,5,1,0,0,0,1,1,0,0,684,1,684,876,2,0,0,100,0,0,0,0,"150,000 to 200,000"
"86",0,3951,1,1,1,1,6,5,1,1,76,0,1,1,0,0,612,1,612,612,2,0,0,0,0,0,0,1,"150,000 to 200,000"
"87",0,8470,1,0,0,0,3,2,1,0,0,0,0,0,0,0,1013,0,1013,0,0,0,0,0,0,0,1,1,"less than 100,000"
"88",1,8070,1,1,1,1,4,5,1,0,0,1,1,1,588,0,402,1,990,0,0,0,0,0,0,0,0,0,"100,000 to 150,000"
"89",1,8500,1,1,1,1,5,3,1,1,203,1,1,0,600,0,635,0,1235,0,2,0,0,0,0,0,1,1,"less than 100,000"
"90",1,13360,1,0,1,1,5,7,1,0,0,1,0,0,713,0,163,1,964,0,2,0,0,0,0,0,0,0,"150,000 to 200,000"
"91",0,7200,1,1,1,1,6,6,1,0,0,1,1,0,1046,0,168,1,1260,1031,2,0,0,0,99,0,0,0,"100,000 to 150,000"
"92",1,9337,1,0,1,1,6,5,1,0,0,1,0,1,648,0,176,1,905,881,2,0,0,0,0,0,0,0,"more than 200,000"
"93",1,9765,1,0,1,1,6,8,1,1,68,0,0,1,310,0,370,0,680,790,2,0,0,232,0,0,0,0,"150,000 to 200,000"
"94",1,10264,1,0,1,1,7,5,1,1,183,0,1,1,1162,0,426,1,1588,0,2,0,0,158,0,0,0,0,"more than 200,000"
"95",1,10921,1,1,1,1,4,5,1,1,48,1,1,0,520,0,440,0,960,0,1,0,0,120,0,0,0,0,"less than 100,000"
"96",1,10625,1,1,1,1,5,5,1,0,0,1,1,0,108,0,350,0,835,0,1,0,0,0,0,0,0,1,"less than 100,000"
"97",1,9320,1,0,1,1,4,5,1,0,0,1,1,0,569,0,381,0,1225,0,0,0,0,352,0,0,0,0,"100,000 to 150,000"
"98",1,10603,1,0,1,1,6,7,1,1,28,1,1,1,1200,0,410,0,1610,0,2,0,0,168,0,0,0,0,"more than 200,000"
"99",1,9206,1,1,1,1,6,5,1,1,336,0,1,0,0,0,741,0,977,755,2,0,0,192,0,0,0,0,"150,000 to 200,000"
"100",1,10402,1,0,1,1,7,5,1,0,0,1,1,1,0,0,1226,1,1226,0,3,0,0,0,0,0,0,0,"150,000 to 200,000"
"101",0,7758,1,1,1,1,7,4,1,1,600,1,0,1,224,0,816,1,1226,592,1,0,0,0,184,0,0,0,"150,000 to 200,000"
"102",0,9375,1,1,1,1,8,5,1,1,768,0,1,1,0,0,1053,1,1053,939,2,0,0,140,0,0,0,0,"more than 200,000"
"103",0,10800,1,1,1,1,4,7,1,0,0,1,1,0,0,0,641,0,1047,0,1,0,0,0,0,0,0,0,"less than 100,000"
"104",0,6000,1,1,1,1,5,5,1,0,0,1,1,0,104,169,516,1,789,0,1,0,0,0,0,0,0,1,"100,000 to 150,000"
"105",0,8500,1,1,0,1,5,7,1,0,0,1,1,0,0,0,793,0,997,520,0,0,0,0,0,0,0,0,"100,000 to 150,000"
"106",1,11751,1,0,1,1,6,6,1,1,480,1,1,0,705,0,1139,1,1844,0,2,0,0,0,0,0,1,0,"150,000 to 200,000"
"107",1,9525,1,1,1,1,6,4,1,0,0,1,1,0,444,0,550,0,1216,639,1,0,0,182,0,0,0,0,"100,000 to 150,000"
"108",1,7750,1,0,1,1,7,5,1,0,0,1,1,1,250,0,134,1,774,656,2,0,0,180,0,0,0,0,"150,000 to 200,000"
"109",1,9965,1,1,1,1,7,5,1,1,220,0,1,1,984,0,280,1,1282,1414,3,0,0,120,168,0,0,1,"more than 200,000"
"110",1,21000,1,1,1,1,6,5,1,1,184,1,0,0,35,869,905,0,2259,0,2,0,0,166,0,0,1,1,"more than 200,000"
"111",1,7259,1,0,1,1,6,8,1,0,0,1,1,0,774,150,104,1,1436,884,1,0,0,224,0,0,1,0,"more than 200,000"
"112",0,3230,1,1,1,1,6,5,1,1,1129,1,1,1,419,0,310,0,729,729,2,0,0,0,0,0,0,0,"150,000 to 200,000"
"113",1,11616,1,1,1,1,5,5,1,1,116,1,1,0,170,670,252,0,1092,0,1,0,0,0,0,0,0,0,"100,000 to 150,000"
"114",1,8536,1,1,1,1,5,5,1,0,0,1,1,1,0,0,1125,0,1125,0,2,0,0,80,0,0,0,1,"150,000 to 200,000"
"115",1,12376,1,1,1,1,7,5,1,0,0,1,1,1,1470,0,203,0,1699,1523,3,0,0,367,0,0,0,0,"more than 200,000"
"116",1,8461,1,1,1,1,6,5,1,0,0,0,1,1,0,0,728,1,728,728,2,0,0,0,0,0,0,1,"150,000 to 200,000"
"117",1,21453,1,0,1,1,6,5,0,0,0,1,1,0,938,0,0,1,988,0,2,0,0,0,0,0,0,0,"150,000 to 200,000"
"118",0,6060,1,1,1,1,4,5,1,0,0,1,1,1,0,0,732,0,772,351,1,0,0,0,0,0,1,0,"less than 100,000"
"119",1,9464,1,1,1,1,6,7,1,1,135,1,0,0,570,0,510,0,1080,0,1,0,0,0,130,0,0,0,"100,000 to 150,000"
"120",1,7892,1,1,1,1,6,5,1,0,0,0,1,1,300,0,899,1,1199,0,2,0,0,0,0,0,0,0,"150,000 to 200,000"
"121",1,17043,1,0,1,1,6,5,1,0,0,1,0,0,0,0,1362,0,1586,0,2,0,0,192,0,0,0,0,"150,000 to 200,000"
"122",0,6780,1,1,1,1,6,8,1,0,0,1,0,0,490,0,30,0,520,0,0,0,0,53,0,0,0,0,"less than 100,000"
"123",1,4928,1,0,1,1,6,5,1,0,0,1,1,0,120,0,958,0,958,0,2,0,0,0,0,0,0,0,"100,000 to 150,000"
"124",0,4388,1,0,0,1,5,7,1,0,0,1,0,0,116,0,556,1,840,0,0,0,0,0,0,0,0,0,"less than 100,000"
"125",1,7590,1,1,0,0,6,5,1,1,266,1,1,0,512,0,148,0,660,688,2,0,0,188,0,0,0,0,"150,000 to 200,000"
"126",1,8973,1,1,1,1,5,7,1,1,85,1,1,0,567,28,413,0,1053,0,2,0,0,0,0,0,1,1,"150,000 to 200,000"
"127",1,14200,1,1,1,1,7,6,1,1,309,1,1,0,445,0,479,1,1216,941,2,0,0,105,0,0,1,0,"more than 200,000"
"128",1,12224,1,0,1,1,6,5,1,1,40,0,1,1,695,0,297,1,1022,1032,2,0,0,24,0,0,0,0,"more than 200,000"
"129",1,7388,1,1,1,1,5,6,1,0,0,1,1,0,405,0,658,0,1327,0,2,0,0,0,0,0,0,0,"150,000 to 200,000"
"130",1,6853,1,0,1,1,8,5,1,1,136,0,1,1,1005,0,262,1,1296,0,2,0,0,192,0,0,0,0,"more than 200,000"
"131",1,10335,1,0,1,1,5,6,1,0,0,1,1,0,570,0,891,0,1721,0,2,0,0,0,0,0,1,0,"150,000 to 200,000"
"132",1,10400,1,1,1,1,7,6,1,1,288,1,1,1,0,0,1304,0,1682,0,2,0,0,98,0,0,1,0,"150,000 to 200,000"
"133",1,10355,1,0,1,1,5,5,1,1,196,1,1,0,695,0,519,0,1214,0,1,0,0,0,0,0,0,0,"100,000 to 150,000"
"134",1,11070,1,1,1,1,7,5,1,1,70,1,1,0,0,0,1907,0,1959,0,3,0,0,0,0,0,0,1,"150,000 to 200,000"
"135",1,9066,1,0,1,1,8,5,1,1,320,0,1,1,668,0,336,1,1004,848,3,0,0,224,0,0,1,0,"more than 200,000"
"136",1,15426,1,0,1,1,6,5,1,0,0,1,1,1,821,0,107,1,928,836,2,0,0,276,0,0,1,0,"more than 200,000"
"137",1,10500,1,1,1,1,4,5,1,0,0,1,1,0,432,0,432,0,864,0,0,0,0,0,0,0,0,0,"100,000 to 150,000"
"138",1,11645,1,1,1,1,7,5,1,0,0,0,1,1,1300,0,434,1,1734,0,2,0,0,160,0,0,0,0,"more than 200,000"
"139",1,8520,1,1,0,1,5,4,1,0,0,1,0,0,507,0,403,0,910,475,2,0,0,0,0,0,1,0,"150,000 to 200,000"
"140",1,10335,1,0,1,1,7,5,1,1,183,0,1,1,679,0,811,1,1501,0,2,0,0,144,0,0,0,0,"more than 200,000"
"141",0,9100,1,1,0,1,5,5,1,1,336,1,1,0,1332,0,396,0,1728,0,2,0,0,0,0,0,0,1,"100,000 to 150,000"
"142",0,2522,1,1,1,1,6,5,1,1,50,0,1,1,0,0,970,1,970,739,2,0,0,0,0,0,0,0,"100,000 to 150,000"
"143",0,6120,1,1,1,1,5,7,1,0,0,1,1,0,209,0,506,0,875,0,1,0,0,48,0,0,0,0,"100,000 to 150,000"
"144",1,9505,1,0,1,1,7,5,1,1,180,0,1,1,0,0,884,1,884,1151,2,0,0,144,0,0,0,0,"more than 200,000"
"145",1,7500,1,1,1,1,7,5,1,1,120,1,1,1,680,0,400,1,1080,0,0,0,0,0,0,0,0,0,"100,000 to 150,000"
"146",0,6240,1,1,1,1,5,4,1,0,0,1,1,0,0,0,896,0,896,448,1,0,0,200,0,0,0,0,"100,000 to 150,000"
"147",1,10356,1,1,1,1,5,6,1,0,0,1,1,0,716,0,253,0,969,0,2,0,0,0,0,0,1,0,"100,000 to 150,000"
"148",1,13891,1,1,1,1,8,5,1,1,436,0,1,1,1400,0,310,1,1710,0,3,0,0,0,0,0,0,1,"more than 200,000"
"149",1,14803,1,0,1,1,6,5,1,1,252,1,1,0,416,0,409,0,1097,896,2,0,0,0,0,0,1,0,"150,000 to 200,000"
"150",1,13500,1,1,1,1,6,7,1,0,0,1,1,0,429,1080,93,0,1252,0,2,0,0,409,0,0,0,0,"more than 200,000"
"151",0,11340,1,1,1,1,6,5,1,0,0,1,1,0,0,0,1200,0,1200,0,1,0,0,0,0,0,0,1,"100,000 to 150,000"
"152",1,9600,1,1,0,1,6,5,1,0,0,1,1,0,0,0,572,0,572,524,0,0,0,0,0,0,0,0,"less than 100,000"
"153",1,12003,1,1,1,1,8,5,1,1,84,0,1,1,0,0,774,1,774,1194,3,0,0,0,0,0,0,1,"more than 200,000"
"154",0,12552,1,1,1,1,7,5,1,0,0,0,1,1,222,0,769,1,991,956,2,0,0,0,0,0,1,0,"more than 200,000"
"155",1,19378,1,0,1,1,7,5,1,1,456,0,1,1,57,0,1335,1,1392,1070,2,0,0,239,0,0,0,1,"more than 200,000"
"156",1,11120,1,0,1,1,6,6,1,0,0,1,1,1,660,0,572,0,1232,0,2,0,0,0,0,0,0,0,"150,000 to 200,000"
"157",1,13688,1,0,1,1,9,5,1,1,664,0,1,1,1016,0,556,1,1572,1096,3,0,0,400,0,0,0,0,"more than 200,000"
"158",1,12182,1,1,1,1,7,5,1,1,226,0,1,1,1201,0,340,1,1541,0,2,0,0,0,0,0,0,1,"more than 200,000"
"159",1,5500,1,1,1,1,4,6,1,0,0,1,1,0,0,0,882,1,882,0,0,0,0,0,0,0,1,0,"100,000 to 150,000"
"160",0,5400,1,1,1,1,6,7,1,0,0,1,0,0,370,0,779,0,1149,467,1,0,0,0,0,0,0,0,"150,000 to 200,000"
"161",1,10106,1,1,1,1,5,7,1,0,0,1,0,0,351,181,112,0,808,547,0,0,0,140,0,0,0,0,"100,000 to 150,000"
"162",1,10708,1,0,1,1,5,5,1,0,0,0,1,0,379,768,470,1,1867,0,1,0,0,476,142,0,1,0,"150,000 to 200,000"
"163",1,10562,1,1,1,1,8,5,1,1,300,0,1,1,1288,0,294,1,1610,551,3,0,0,178,0,0,0,1,"more than 200,000"
"164",1,8244,1,0,1,1,7,5,1,0,0,0,1,1,0,0,840,1,840,880,2,0,0,100,0,0,0,0,"150,000 to 200,000"
"165",1,16669,1,0,1,1,8,6,0,1,653,0,1,0,0,0,1686,0,1707,0,2,0,0,574,0,0,0,0,"more than 200,000"
"166",0,12358,1,0,0,1,5,6,1,0,0,1,1,0,360,0,360,0,854,0,2,0,0,237,0,0,0,0,"100,000 to 150,000"
"167",1,31770,1,0,1,1,6,5,1,1,112,1,1,0,639,0,441,0,1656,0,2,0,0,210,0,0,0,0,"more than 200,000"
"168",1,5306,1,0,1,1,7,7,1,0,0,0,0,1,495,215,354,0,1064,703,2,0,0,441,0,0,0,0,"more than 200,000"
"169",1,10197,1,0,1,1,6,5,1,1,491,1,1,0,288,374,700,0,1362,0,2,0,0,0,0,0,0,0,"150,000 to 200,000"
"170",1,12416,1,0,1,1,6,5,1,1,132,1,1,0,1398,208,0,0,1651,0,2,0,0,192,0,0,0,0,"150,000 to 200,000"
"171",1,12615,1,1,1,1,6,7,1,0,0,1,1,0,477,0,725,0,2158,0,2,0,0,0,0,0,1,0,"more than 200,000"
"172",1,10029,1,0,1,1,6,5,1,1,268,0,1,1,831,0,320,0,1164,896,2,0,0,0,192,0,0,0,"more than 200,000"
"173",1,13650,1,1,1,1,5,5,1,0,0,0,0,0,57,441,554,1,1252,668,2,0,0,0,0,0,0,0,"150,000 to 200,000"
"174",1,17423,1,0,1,1,9,5,1,1,748,0,1,1,1904,0,312,1,2234,0,3,0,0,0,0,0,0,1,"more than 200,000"
"175",0,8520,1,1,1,1,5,6,1,0,0,0,1,0,0,0,968,0,968,0,2,0,0,0,0,0,0,0,"less than 100,000"
"176",0,2117,1,1,1,1,6,5,1,1,456,0,1,1,436,0,320,1,769,756,2,0,0,0,0,0,0,0,"150,000 to 200,000"
"177",1,7588,1,1,1,1,7,6,1,0,0,1,1,0,352,0,441,0,901,901,1,0,0,0,0,0,0,0,"more than 200,000"
"178",0,11426,1,1,1,1,7,5,1,0,0,1,1,1,0,0,1362,1,1362,720,2,0,0,280,0,0,0,0,"more than 200,000"
"179",1,7438,1,0,0,0,5,8,1,0,0,1,1,1,0,0,504,0,936,316,2,0,0,104,0,0,1,0,"100,000 to 150,000"
"180",0,22950,1,0,0,1,10,9,0,0,0,0,0,0,0,0,1107,1,1518,1518,3,1,0,0,410,0,1,0,"more than 200,000"
"181",1,9947,1,0,1,1,7,5,1,0,0,1,1,1,611,0,577,1,1217,0,2,0,0,168,0,0,1,0,"150,000 to 200,000"
"182",1,10410,1,1,1,1,5,7,1,0,0,1,1,0,0,0,660,1,808,704,1,0,0,0,0,0,1,0,"100,000 to 150,000"
"183",1,7018,1,1,0,1,5,5,1,1,275,1,1,0,1086,0,0,0,1224,0,2,0,0,120,0,0,0,1,"150,000 to 200,000"
"184",1,4923,1,1,1,1,8,5,1,0,0,0,1,1,1153,0,440,1,1593,0,2,0,0,0,224,0,0,0,"more than 200,000"
"185",1,10570,1,1,1,1,8,8,1,0,0,0,1,0,297,0,556,0,1549,1178,2,0,0,0,0,0,0,0,"more than 200,000"
"186",1,7472,1,0,1,1,7,9,1,1,138,1,1,0,626,0,99,0,725,754,2,0,0,0,0,0,0,0,"150,000 to 200,000"
"187",1,9017,1,0,1,1,7,5,1,0,0,0,1,1,560,0,871,1,1431,0,2,0,0,0,0,0,0,0,"150,000 to 200,000"
"188",0,2522,1,1,1,1,7,5,1,1,50,0,1,1,0,0,970,1,970,739,2,0,0,0,0,0,0,0,"100,000 to 150,000"
"189",1,7180,1,0,1,1,5,7,1,0,0,1,1,0,390,0,474,0,864,0,1,0,0,0,0,0,0,0,"100,000 to 150,000"
